ID,명칭,우편번호,관리자,전화번호,주소,위도,경도,개요,문의 및 안내,규모,판매품목,품목별 가격,장서는 날,개장일,영업시간,쉬는날,매장안내,주차시설,문화센터 바로가기,유모차 대여 여부,애완동물 동반 가능 여부,신용카드 가능 여부,화장실,상세정보
"3082679","그래픽","04344","","","서울특별시 용산구 회나무로39길 33 (이태원동) ","37.5409852642","126.9936064792","그래픽은 만화를 사랑하는 사람들을 위해 만들어진 곳으로  만화책과 그래픽노블  아트북만을 취급하는 서점이다. 이곳은 더 많은 사람들이 만화를 좋아하고  더 깊이 파고들 수 있게 돕는 것이 목표이다. 고가의 아트북  절판된 만화 등 쉽게 접하기 어려운 책들을 포함 모든 책의 내용을 볼 수 있으며  공항 라운지처럼 편하고 쾌적한 공간으로 구성되어 있다. 그리고 좋은 작품들을 발굴하고 소개함으로써  만화가 소설이나 영화보다 낮은 형태의 예술이 아니라는 것을 많은 사람들에게 공유하고 있다. 
그래픽은 만화책과 페어링 될 수 있는 모든 요소들도 갖추고 있다. 대형 빈티지 오디오에서 흘러나오는 엄선된 플레이리스트와 성인들을 위한 맥주  칵테일  위스키  와인 등 다양한 주류 겸비하고 있다. 만화를 좋아하는 사람들에게 그래픽이 행복하고 신나는 곳이 되길 지향한다.
※ 입장권 20 000원 (성인만 출입 가능)","070-4070-0204","1~3층","만화책 / 그래픽노블 / 아트북","","","","- 평일 13:00~23:00<br>- 주말 및 공휴일 11:00~23:00","매주 월요일","","가능","","없음","","없음","있음",":
:
"
"3097021","바니스튜디오 안경 명동역점","04537","","","서울특별시 중구 명동8가길 21 (충무로2가) ","37.5619326982","126.9862787758","바니스튜디오는 젊은 세대에게 적합한 새로운 브랜드로 고품질의 안경과 컬러 콘택트렌즈를 보유하고 있다. 바니스튜디오의 안경원들은 영어  중국어  일본어를 구사할 수 있어 통역할 수 있는 직원이 상주한다. 바니스튜디오와 렌즈타운의 컬래버레이션은 매우 인기 있는 컬러 콘택트렌즈이다. 500가지 이상의 콘택트렌즈를 보유하고 있다. 서울 시내 호텔까지 배송도 가능하다. 또한  외국인이 세금 환급 혜택을 더 많이 받을 수 있다. 바니스튜디오에서는 15분 안에 처방 안경을 만들 수 있다. 또한 무료 커피와 스낵을 제공하는 대기 라운지 바도 있다.","02-774-7748","","안경테 / 콘택트렌즈 / 도수안경렌즈 등","","","","10:30~22:30","연중무휴","","가능","","","","","있음",":
입점브랜드:페이크미 / 클릭클락 / 레쉬 / 듀세 / 프리키버니 / 렌즈타운 등
"
"3097631","심리편집샵, 서로","07206","","","서울특별시 영등포구 양평로22길 4 (양평동4가) ","37.5381810356","126.8943739341","심리편집샵  서로는 ‘나  타인  관계’에 대한 질문을 던지고 서로 속에서 자신을 발견하는 심리 콘텐츠 기반 독립서점이다. “나는 왜 이럴까? 저 사람은 왜 이럴까”에 대한 고민을 함께 풀고자 심리학 서적  심리 워크북 등을 큐레이팅하며  함께 고민에 대해서 이야기하는 커뮤니티 모임을 운영한다. 대표적인 모임은 ‘사랑의 이해’  ‘불안의 이해’가 있다. 모임에서는 건강한 관계를 위해 거리감 있는 깊은 관계를 지향하며 나이  이름  직업  등의 배경을 밝히지 않고 오직 본인이 정한 닉네임으로 관계를 맺는다. 모르는 사람과 블라인드 편지를 나누며 누군가에게는 새로운 사람을 만나는 설렘을  누군가에게는 주변에 터놓기 힘든 고민을 나누는 따듯함을 느낄 수 있다. 또한 시간제 사용권을 통하여 매장에서 책을 읽거나  글을 쓰고  심리워크북을 해보며 몰입의 시간을 즐길 수 있다. 공허하고 의미를 잃기 쉬운 요즘 다양한 명사  작가  철학가 등을 섭외하여 서로의 가치에 대한 강연  팝업 스토어를 연다.","010-3875-1168","","심리 서적 / 심리 워크북 / 문구 등","","","","수요일~토요일 15:00~20:00","매주 일요일~화요일","","가능","","","","","있음",":
입점브랜드:
체험안내:서로 편지 서비스 
"
"3353969","엠플레이그라운드 홍대본점 (Tax Refund Shop)","04040","","","서울특별시 마포구 어울마당로 94 (서교동) ","37.5533880976","126.9221154207","파란색 컨테이너가 시그니처인 캐주얼 편집숍 브랜드이다. 최신 트렌드를 반영한 의류 디자인과 홍대 특유의 스트릿 감성이 느껴지는 인테리어 및 외관으로 방문 고객들이 브랜드의 독특한 스타일을 직관적으로 경험할 수 있도록 구성되어 있다. 시즌별로 다양한 패션 아이템을 선보이며  특히 10대에서 30대까지의 젊은 소비자들을 겨냥한 제품군을 강조하고 있다. 트렌디한 의류뿐만 아니라 액세서리  잡화 등 다양한 상품을 판매하고 있다.","02-332-3352","","","","","","[월요일~목요일 / 일요일] 10:00~24:00<br>[금요일~토요일] 10:00~01:00","연중무휴","","불가능","","","","","",":
:
"
"3357668","동아완구","03121","","","서울특별시 종로구 종로52길 5 (창신동) ","37.5719181289","127.0129788379","창신동 완구거리에 자리 잡고 있는 동아완구는 완구  봉제 인형  각종 캐릭터 제품을 판매하고 있는 전문 완구매장이다. 넓은 매장 규모와 다양한 종류의 완구를 배치하고 있어 아이들에게 인기가 높다. 가지각색의 완구들과 영유아들을 위한 완구까지 다양한 종류의 제품들이 판매되고 있다. 다양한 완구들을 정상가격보다 저렴한 가격에 판매하고 있다는 것이 큰 장점이다. 동대문역 1호선 4번 출구 입구에 자리하고 있어 접근성이 좋다.","02-742-2001","","","","","","09:00~18:00","연중무휴","","가능<br>요금 (최초 30분 2,000원 / 이후 10분당 1,000원)","","","","가능","",":
강습안내:
"
"3423768","헤트라스 안국","03057","","","서울특별시 종로구 창덕궁1길 42 (계동) 1층","37.5794556725","126.9868810023","라이프 스타일 브랜드 헤트라스는 국내 디퓨저 브랜드이다. 헤트라스의 디퓨저 제품은 한국을 여행하는 동안 트렌디한 편집샵  인타그래머블한 카페  호텔  레스토랑 등에서 손쉽게 마주칠 수 있다. 
헤트라스 안국 스토어에서는 고급스럽지만 합리적인 가격대의 다양한 프래그런스 제품들을 만나 볼 수 있다. 기념품이나 선물을 고려한다면 핸드메이드 퍼퓸  핸드크림 등의 제품을 추천한다. 
데이트 장소  여행 관광지로 유명한 안국역  북촌 한옥 마을 인근에 위치해 있어 한국적인 정취를 즐기기 위해 방문한 관광객들의 관심을 받고 있다.","0507-1344-7361","","디퓨저 / 핸드크림 / 핸드워시 / 핸드메이드 향수 / 바디워시 / 바디로션 등","","","","11:00~20:00","연중무휴","","불가능","","","","가능","",":
:
"
"3468496","스페이스 도산","06017","","","서울특별시 강남구 압구정로46길 38 (신사동) ","37.5262099619","127.0358919354","스페이스 도산은 에이피알이 서울 강남구 신사동에 오픈한 체험형 플래그십 스토어이다. ‘미지의 행성들을 탐사하는 우주정거장’이라는 콘셉트로 설계되어 우주 공간에서 에이피알의 여러 브랜드를 체험할 수 있도록 기획되었다. 우주정거장을 연상시키는 에어로크 연출과 LED 벽면을 통해 우주 분위기를 조성했으며  각 층마다 브랜드의 개성과 특징을 행성으로 표현했다. 지하 1층에는 널디 매장  1-2층은 포토존  3층은 메디큐브  4층은 포맨트  5층은 루프탑 카페로 구성되어 있다. 이 공간은 단순한 오프라인 매장을 넘어 에이피알 브랜드의 메시지를 전달하는 체험형 콘텐츠 공간으로 기획되었다.","0507-1447-1572","4층","뷰티 및 의류 제품","","","","11:00~20:00","연중무휴<br>※ 공식인스타그램을 통해 별도 공지","","불가능","","","","","있음","입점브랜드:널디 / 메디큐브 / 포맨트
"
"690568","테크노마트 강변점","05116","","","서울특별시 광진구 광나루로56길 85 ","37.5355988375","127.0957612191","테크노마트는 전기 전자 전문매장이 2층에서 8층까지 총 1 100여의 매장이 자리 잡고 있으며 쇼핑몰  할인상점 등이 연계되어 있는 대형 쇼핑센터이다. 이곳에서는 전자  전기 제품 상점을 비롯하여 컴퓨터  음향기기  이동통신기기 등을 시중보다 저렴한 가격으로 구입할 수 있으며  A/S도 확실하다. 지하 1  2층과 1층에는 의류  잡화  가정생활용품  식품 등을 저렴하게 구입할 수 있다. 또한 10층에 영화관이 자리하고 있어 쇼핑과 함께 문화생활도 즐길 수 있다. 동서울 종합 터미널과 인접해 있어 교통이 매우 편리하고  지하 입구에는 안내원이 있어 간단한 외국어 서비스도 받을 수 있다.","02-3424-0114","지하 2층 / 지상 10층","가전, 생활패션","","","","점포별, 월별 상이하므로 홈페이지 참조 요망","점포별 상이하므로 홈페이지 참조 요망","- 지하2층 : 롯데마트 / 주차장<br>
- 지하1층 : 쇼핑몰(푸드코트, 먹자거리, 실크로드)<br>
- 1층 : 엔터식스<br>
- 2층 : 디지털가전 / 카메라/ 음향기기<br>
- 3층 : 카메라 / 가전소품 / 웨딩스퀘어<br>
- 4층 : 빔프로젝터 / A/V / 공구 / 웨딩스퀘어<br>
- 5층 : 수입가전 / 가전소품 / 종합가구 / 한복 / 이불<br>
- 6층 : 이동통신기기<br>
- 7층 : 컴퓨터 / 사무기기 / 게임기<br>
- 8층 : 컴퓨커 / DVD / 게임기 / 음반<br>
- 9층 : 전문식당가 / 하늘공원<br>
- 10층 : CGV","가능 (2,100대)","","없음","","가능","있음",""
"706303","문정동로데오거리","05805","","","서울특별시 송파구 동남로4길 10 ","37.4889436498","127.1238710967","문정동로데오거리는 올림픽훼밀리타운 사거리에서부터 문정근린공원까지 총거리 995m에 이르는 길로 200여 개의 브랜드 상설 할인 매장이 밀집해 있는 쇼핑거리이다. 문정동 거리는 한국의 대표적인 할인 매장 1번지로 중앙도로를 중심으로 양옆으로 스포츠  캐주얼  신발에서부터 남녀 정장  골프웨어를 파는 상점이 자리 잡고 있어 다양한 연령대의 소비자가 방문하며  외국에서도 유명한 브랜드 상점이 많기 때문에 국내 관광객뿐만 아니라 외국인 관광객도 찾는 코스가 되었다. 쇼핑 편의를 위해 공영주차장과 외국인 관광객 전용 주차장이 설치되어 있어 쇼핑하기에 용이하다.","02-400-1633","","스포츠 의류 / 캐주얼 의류 / 신발","","","","상점마다 다름","상점마다 상이","","있음 (10분당 300원 / 1시간 1,800원 / 5분이내 주차 시 무료)","","없음","","가능","",""
"732484","가든파이브라이프(Garden5life)","05838","","","서울특별시 송파구 충민로 66 ","37.4770061292","127.1229354097","가든파이브라이프(Garden5life)는 단순한 쇼핑공간이 아니라 거대한 문화복합단지이다. 쇼핑  문화  오락  휴식 등 원하는 모든 것을 동시에 즐길 수 있으며 패션  생활용품  전자제품  산업 제품  공구 소재까지 필요한 모든 것을 한 번에 만날 수 있는 곳이다. 생산과 판매  도매와 소매가 한 곳에서 이뤄지는 진정한 원스톱 문화쇼핑을 즐거움을 모두 실현하는 가든파이브는 교통이 복잡한 남대문  동대문 상권의 한계를 뛰어넘어 러시아  동남아  남미 등 세계 고객까지 끌어들인다는 비전으로 미래형 문화특구의 청사진을 실현한다.","02-2157-0100","","패션잡화 / 문화용품 / 리빙 / 전자제품 등","","","","- 월요일~목요일 10:30~21:00<br>- 금요일~일요일 10:30~22:00","연중무휴","-","가능 (3,823대)","","없음","","가능","있음",""
"806322","타임스퀘어","07305","","","서울특별시 영등포구 영중로 15 (영등포동4가) ","37.5178335971","126.9053818370","타임스퀘어(Times square)는 2009년 9월 16일 서울시 영등포에 오픈한 국내 최대 규모의 복합 쇼핑몰이다. 상업∙업무∙문화∙레저가 어우러진 도시형 엔터테인먼트 문화공간(UELC∙Urban Entertailing Lifestyle Center)으로  메리어트호텔  오피스 2개 동  신세계백화점  CGV 멀티플렉스  이마트  교보문고  아모리스  글로벌 SPA 브랜드 자라와 등이 입점해 있다. 초대형 복합 쇼핑몰인 타임스퀘어는 오픈 이후 8개월간 방문객 4 900만 명  매출 6 500억 원을 기록하면서 서울 서남부권의 랜드마크로 자리 잡았다. 지상 1~5층의 아트리움과 패션몰 외벽을 대형 통유리로 처리해 24시간 자연 채광을 받으며 쾌적한 쇼핑을 즐길 수 있는 것이 특징이다. 또한 완벽한 휴식과 여유를 위해 분수 정원과 테라스 공간까지 마련되어 있다.","02-2638-2000","","패션 / 뷰티 / 생활 / 서적 등","","","2009년 09월 16일","10:30~22:00","연중무휴","","가능<br>요금 (최소 30분 무료 / 30분 초과 시 10분 당 1,000원)","","없음","","가능","있음","제조자 이름:
입점브랜드:무신사스탠다드 / 유니클로 / 자라 / 무인양품 / 교보문고 등
"
"807619","눈스퀘어","04536","","","서울특별시 중구 명동길 14 (명동2가) ","37.5634685712","126.9829151500","다양한 국·내외 패션  F&B  라이프스타일과 엔터테인먼트가 하나로 어우러진 공간으로 명동을 상징하는 새로운 아이콘이다. ‘눈(snow)’과 같이 희고 아름다운 결정체를 가지고 있는 쇼핑몰의 외관을 의미하는 것으로 인테리어 또한 한국 최초로 외부 에스컬레이터를 설치해 편리하게 구성하였다. 눈스퀘어에는 다양한 국내·외 브랜드들이 즐비해 있다. 이외에도  다양한 먹을거리와 CGV 영화관 등의 문화공간이 함께 마련되어 있어 패셔니스트들의 흥미를 더할 것이다.","02-3783-5005","","의류","","","2009년 8월","11:00~22:00","연중무휴","","가능","","없음","","가능","있음","제조자 이름:
입점브랜드:나이키 / 자라 / 에이랜드 / 에비수 / CHARLES & KEITH / 핸드메이드 리퍼블릭
"
"969942","한국공예관","03149","","","서울특별시 종로구 인사동길 33 (관훈동) ","37.5735368921","126.9855285155","한국공예관에서는 우리 문화와 정성이 가득 담긴 전통공예품을 만날 수 있다. 인사동과 부산  김포공항  국립전주박물관  민속촌  그리고 인터넷 사이트에서 역 공예작가들의 작품을 전시·판매하고 있다. 
인사동 판매장은 100여 종에 달하는 상품을 전시 판매하며  직지와 공예비엔날레에 대한 정보를 얻을 수 있다. 주 판매 상품은 나전칠기  한지공예  섬유공예  민예품  은칠보 등 다양한 전통공예품이 있다.","02-720-3301","","전통공예품","","","2007년","09:00~21:00","연중무휴","","","","불가","","가능","있음","제조자 이름:
장애인 편의시설:
구입방법안내:
"
"984588","아이닥안경","04534","","","서울특별시 중구 명동3길 6 ","37.5638935340","126.9836150743","아이닥안경은 과학적인 사고로 고객님의 아이웨어를 컨설팅하기 위해 국내 최고의 검안 및 계측 시스템을 운영하고 있다. 일본 아이메트릭사 제휴 안경원으로 고도근시 안경  누진 다초점 안경  특수 직종에 있는 사람들을 위한 기능성 안경  축구  야구  스킨 스쿠버 등의 일반인용 특수 안경 및 고글을 전문 판매한다. 한국에서 제품 주문 시 해외 배송 가능하며 인터넷을 통해 주문 제작이 가능하다. 또한 독일 칼자이스 안경 렌즈 및 일본 호야렌즈  도카이 안경 렌즈  세이코 렌즈  펜탁스렌즈 등 명품 안경렌즈를 취급한다.","02-754-0110","","안경 제품","","","1990년","- 월요일~금요일 10:00~20:00<br>- 토요일~일요일 10:00~19:00","연중무휴","","불가능","","불가","","가능","있음","제조자 이름:
입점브랜드:
"
"985264","이새","03148","","","서울특별시 종로구 인사동길 30-1 (관훈동) ","37.5734702409","126.9859507010","이새는 화학성분이 들어가지 않은 원단을 사용하여 자연주의 브랜드라는 특징으로 중장년층을 위주로 한 친환경 염색 의류이다. 천연 소재와 천연 염색  한복과 양장이 조화를 이룬 몸에 편안한 실루엣으로 디자인된 옷을 주로 판매한다. 의류뿐만 아니라 가방  신반  모자 등도 천연 소재로 만들어 판매하고 있으며  침구와 앞치마 등의 라이프 용품도 있다. 인사동에 오프라인 매장이 위치해 있으며  온라인으로도 구입할 수 있다.","02-733-7326","","친환경 여성의류","","","2005년 09월 01일","전화 문의","전화 문의","","","","불가","","가능","",""
"985372","테이크어스트릿(Take a street)","04036","","","서울특별시 마포구 양화로 45 1층 106호","37.5511159887","126.9136995850","브랜드 셀렉트샵 테이크어스트릿(Take a street)은 다양한 아이템을 조합하는 것에 그치는 것이 아니라 매 시즌 상품 구성의 콘셉트를 정해 이야기가 있는 숍을 보여주고자 한다. 감각적인 브랜드만을 선별하여 신발  모자  가방  시계  티셔츠 등의 잡화 및 액세서리 품목을 취급하며 각 아이템으로 새로운 스타일을 연출할 수 있도록 코디 서비스도 지원한다.","02-337-2090","","의류","","","2009년 09월 16일","12:00~21:00","매주 일요일","","가능<br>요금 (1시간 무료 / 구매 시 최대 3시간)","","가능","","가능","","제조자 이름:
입점브랜드:
"
"987071","누죤패션몰","04566","누죤패션몰","02-6366-3114","서울특별시 중구 을지로45길 62 ","37.5669492622","127.0130011984","패션의 메카 동대문에 위치한 누죤패션몰은 고객과 상인을 우선시하는 서비스정신을 바탕으로 여성의류부터 남성의류  구두  가방  패션잡화 등 다양한 품목을 취급하고 있다.  늘 앞서가는 유행을 선보이며 전국 각지의 의류사업자  온라인 쇼핑몰 운영자  패션업계 종사자  연예인  일반 고객 등 많은 사람들이 방문하고 있으며 최근에는 외국인 관광객들이 많이 찾는 곳이기도 하다. 또한 넓은 주차시설을 보유하고 있어 쇼핑에 어려움이 없으며 정기적으로 이벤트와 행사가 진행되어 찾는 즐거움을 더한다.","02-6366-3114","지하 7층, 지상15층 / 면적 42,595.90㎡","여성의류 / 남성의류 / 수입의류 / 구두 / 패션잡화 외","","","2000년 02월 22일","20:00~06:00","매주 금요일 06:00~일요일 20:00 / 설·추석 연휴","11F~15F : 오피스텔<BR />
10F : (주)누죤패션몰, 운영위원회<BR />
8F~9F : Office<BR />
7F : 세븐 플러스 공유 오피스<BR />
6F : 멀티존(남성, 여성 캐주얼, 벨트 등)<BR />
5F : 패션잡화<BR />
4F : 신발,잡화<BR />
3F : 남성의류<BR />   
2F : 영캐주얼<BR />   
1F : 여성의류<BR />   
B1F : 캐쥬얼 멀티<BR />   
B2 : 스페셜존<BR /> 
B3, B4, B5, B6 : 주차장","가능 (300여 대)","","없음","","가능","화장실 완비","구입방법안내:직접 방문 구입 가능

"
"987669","한순례한복침구","06030","한순례한복침구","02-3443-6375","서울특별시 강남구 압구정로 164 ","37.5265292213","127.0276343445","색상부터 디자인까지 자체 제작하는 한복 맞춤 전문점으로 전통 소품 외에 침구를 포함한 한국 실크 취급 전문점이다. 오직 한 사람만을 위한 작품을 제작·판매하고 있다. 강렬하지 않은 중간색 계열과 화려한 문양을 사용하지 않고 단아하며 편안하게 입을 수 있다. 이 매장에서 제작되는 한복은 손명주(손으로 직접 만든 명주 원단) 등 수작업을 통해 만들어진 고급 소재를 사용하며  천연 염색과 일반 염색의 원단을 선택할 수 있다.","02-3443-6375","","한복 / 침구 / 전통소품 등","","","2012년 7월 (매장이전)","10:00~19:30","매주 월요일","","가능","","불가","","가능","있음",""
"987746","모이라이 (moirai)","03765","모이라이 (moirai)","02-363-7524","서울특별시 서대문구 이화여대길 52-33 ","37.5594600212","126.9448520663","모이라이 (moirai)는 정장 안에 받쳐 입거나 시크니 진 또는 레깅스와 매치해서 입는 레이스 의상이 대표 상품이다. 레이스를 좋아하는 일본인 관광객에 인기가 많으며  구매 상품에 대하여 무기한 A/S를 한다는 것이 특징이다. 직접 디자인하여 독특한 제품을 구매 가능하며 의상과 어울리는 액세서리 또한 코디 서비스를 받을 수 있다.","010-6402-7524","지상 1층<BR />
면적 42.9㎡","여성의류","","","2004년 8월","12:00~22:00","연중무휴","지상 1층 여성의류","","","불가","","가능","유","구입방법안내:직접 방문 구입 가능

"
